id,text,sentiment_label,split,manual,expected,verdict,has_sinhala_script,latin_words,lexicon_hits,lexicon_hit_share
123,ඇයි chicken katu කන් නැත්තෙ අනේ,neutral,train,code-mixed,code-mixed,OK,True,2,0,0.0
124,ගොඩක් කට්ටියට මෙතනවෙන දේ තේරෙන්නැතුව ඇතිඇත්තම කතාව දන්නවද දන්නැත්නම්කියවලාම යන්න මේ කතාව see more,neutral,train,code-mixed,code-mixed,OK,True,2,0,0.0
125,supiriiiytma watunwa ekann 950ta,positive,train,singlish,singlish,OK,False,4,1,0.25
126,චම ඇත්තටම මම මුල ඉදම්ම video බලන්නදා ඔටගෙ තරහකට නෙවෙයී ඔයගෙ නමින්මයි බැලුවේ jayal food chama කියලා මම මෙක ගෙනුවා ඉයේ 15kg කිවුව නිසා අපි 3න් දෙනෙක්ට ඇත්තටම එච්චර නෑ අවුලක් නෑ එත් විඩියෝ එක බලා අපිට හරි idea ekk ganna thibboth hodai neda chama,neutral,train,code-mixed,code-mixed,OK,True,12,4,0.333
127,බත් 1kg කට වැඩියෙන් වගේ කෑවා නේදගෙදර 5 දෙනෙක් කන ප්රමාණය 1kg කියන්නෙ,neutral,test,code-mixed,code-mixed,OK,True,2,0,0.0
128,යකෝ මෝඩ වෙන්න එපා බං ජීවිතේට වඩා කන එකද වටින්නේ තෝ ඔහොම කාලා ලෙඩක් හැදිච්ච දවසක ඔය වටේ ඉන්න එකෙක් වත් නෑ දියවැඩියාව හැදිලා දර හැවක් වගේ ඇදිල ගියාම ආස ඒවා කන්න නැති උනාම උඹ මානසිකවත් වැටිලා යයි guys guys කිව්වට එදාට මොකෙක් වත් නෑ මතක තියා ගනින් උඹ ඔය කන්නේ වස ගොඩක් කෑම නෙමෙයි,neutral,train,code-mixed,code-mixed,OK,True,2,0,0.0
129,කොහොමද අයියේ red ball කොහේද තියන්නෙ කියලා මැසේජ් එකක් දාන්න පුළුවන් නම්,neutral,val,code-mixed,code-mixed,OK,True,2,0,0.0
130,hello machan restaurant,neutral,train,singlish,singlish,OK,False,3,1,0.333
131,matara hela rawla chees kottu try karanna,neutral,val,singlish,english,SOFT,False,7,1,0.143
132,මමත් ආසයි කෑමවලට ඒහින්දා මේවගේ වීඩියෝ බලලා සතුටුවෙනවා පුලුවන් හැම අවස්තාවකදීම මොනව හරි කනවා බැනුම් අහන්නැතුවම නෙවේ බඩජාරිකමට කනවා කියලා ලෝකේ ගිනි ගත්තත යකෝ අපිට ඕන කන්න අන්න ඒවගේ අහිංසක ජාතියක් තමයි බොලව් අපි food loversකෑම බඩජාරියෝ ජයවේවා,positive,train,code-mixed,code-mixed,OK,True,2,0,0.0
133,ගෙදර හදපු කෑම එකක් try කරමු,neutral,train,code-mixed,code-mixed,OK,True,1,0,0.0
134,oyada sura pappa cartoon eke jim pappata inne,neutral,train,singlish,singlish,OK,False,8,2,0.25
135,ayye oya kama ekanm me ganata aththatama godak watinawame wage budget kama videos thawa karanna ayye,positive,train,singlish,singlish,OK,False,16,8,0.5
136,චමා පුලුවන්නම් රයිස් කොත්තු ඒ කියන්නේ පිටි ප්රමාණය අඩු කරලා මීට් අයිටම් වැඩි කරන්න වේරියේශන් වැඩි කරන්න ඒක ඔයාගේ ඇගටත් හොදයි any way ජය වේවා,neutral,train,code-mixed,code-mixed,OK,True,2,0,0.0
137,mradana mannar resturant eke chese kothhuwa kala blanna patta rahai,positive,train,singlish,singlish,OK,False,10,3,0.3
138,dn mn scam scene එකක් තියෙන්නේ චමාගේ,neutral,test,code-mixed,code-mixed,OK,True,4,2,0.5
139,මචං බොරලැස්ගමුව රත්තණපිටිය පිළියන්දල අවට බඩපිරෙන්න රසට කන්න පුළුවන් තැන් try කරපන්කෝ,neutral,train,code-mixed,code-mixed,OK,True,1,0,0.0
140,රු 950ට ගන්න ඇති මු ගියපු නිසා ඔච්චර ලොකු නසියක් අපි ගියානම් රු 950ට 750g ක් වත් ලැබෙයිද,neutral,test,sinhala,sinhala,OK,True,0,0,0.0
141,සතියේ දිනවල youtube එකේ බලන සෙට් එක කෝ,neutral,train,code-mixed,code-mixed,OK,True,1,0,0.0
142,chama machan miris kana show akak ona,neutral,test,singlish,singlish,OK,False,7,4,0.571
143,911 nm recommend krnne na ඕකේ බත් වල ගුල්ලො බං 3 පාරක් විතර ගෙනාපු ඒ වගෙ සෙට් උනා බජට් එකට හොඳයි හැබැයි අරන්ම බලපන් අවුල මොකද්ද කියලා,neutral,train,code-mixed,code-mixed,OK,True,4,3,0.75
144,rs950 කට ඒ කෑම එක වටිනවා,neutral,train,code-mixed,code-mixed,OK,True,1,0,0.0
145,gammata karanawa aniwa 1mgahamu athagata guna kamatikakuth kamu aga ganath hitamu aiye oyage hodata kiwee wede supiri,positive,train,singlish,singlish,OK,False,17,9,0.529
146,කැකුළු හාල් බතට කරවල සම්බෝල බිත්තර පරිප්පු වගේ මේ එකක්වත් set වෙන්නැති මම,neutral,train,code-mixed,code-mixed,OK,True,1,0,0.0
147,ps එකේ lumprice එක ඉස්සරනම් හොඳයිදැන්නම් මෙලෝ රහක් නැහැ fab එකේනම් කාපු දවස් 2ම set වුනේ නැහැ taste එකකුත් නැහැ පිටි ගුලියක් වගේ අනිත් එකෙන්නම් කාලා නැහැ,negative,train,code-mixed,code-mixed,OK,True,5,0,0.0
148,machan uba danna lamprise kapu ekak wath lamprise neweine ban batu moju koheda ban lamprise,neutral,train,singlish,singlish,OK,False,15,8,0.533
149,foil eke othapu ekak kohomada ban lamprise wenne,neutral,val,singlish,singlish,OK,False,8,5,0.625
150,fab එකෙන් කීයක් ගත්තාද අන්න අනික් company දෙක නඩුදාන්න යනවාලු,neutral,train,code-mixed,code-mixed,OK,True,2,0,0.0
151,නියම lamprais dutch burgher recipe එක මම ඉගෙන ගත්තෙ ඒ කාලේ හිටපු ප්රවීන සූපවේදිනියක් වන berryl gunasekare ගෙ cooking class එකක දී අදටවත් කිසිම youtube channel එකක ඒ විදිය recipeයක් දැකලා නැහැ එම recipe එකේ curry powder එක special එයට galanghal ginger family එකට අයත් ඉගුරැ වර්ගයක් සහ aromatic ginger ඉගුරැ පියළි අවශ්යයි එතකොට වෙනම රසක් එන්නෙ,neutral,train,code-mixed,code-mixed,OK,True,20,0,0.0
152,first of all its not lump rice its a dutch term lumprais pronounced as lump pry with no s sound often mispronounced by people who dont know anything about it including this video ලම්ප් රයිස් ලම් ප්රයිස් ගාන්න එපා බං එක ලම්ප්රයි dutch word,neutral,train,code-mixed,code-mixed,OK,True,33,0,0.0
153,don s එකේ ට්රයි කරලා කියන්න,neutral,train,code-mixed,code-mixed,OK,True,1,0,0.0
154,issara hama 1ma rasai patta gaga boru damma den hari aththa dana 1 lokudeyak issara apith meyage video aswen baluwa meyage recommendation balala giihin kapu okkoma jarawal kate thiyanna ba oyalata nikam sponsor kalata anik minissu salli deela ganne enisa kawadawth boruwata salliwalata minissu rawattanna epa eka mara cheap,positive,train,singlish,singlish,OK,False,48,30,0.625
155,ගිය අවුරුද්දෙ දවස් 10කට ලංකාවට ගිහින් කාපු රසම කෑම එක fab එකෙ lamprise එක,neutral,test,code-mixed,code-mixed,OK,True,2,0,0.0
156,green cabin lump rice එකට ගිය කල,neutral,test,code-mixed,code-mixed,OK,True,4,0,0.0
157,සල්ලි වලට හැමදේම රසයි රසයි කියා කියා යන් නැතුව දැන් හරි හරි විදිහට review එකක් දෙන එක හොදයි කාලයක් vedio බැලුවේ නෑ තනිකර commercial නිසා,neutral,train,code-mixed,code-mixed,OK,True,3,0,0.0
158,උබ ඇගිල්ල දික් කරලා නිකන් warning කරන්නෙ උබගෙ subscribers ලටද,neutral,test,code-mixed,code-mixed,OK,True,2,0,0.0
159,ඉස්සර ps එකේ ලම්ප් රයිස් එක කොච්චර රසද,neutral,val,code-mixed,code-mixed,OK,True,1,0,0.0
160,පිටිදූවේ කොඩිවින බඩ්ඩගේ foods කොහොමද,neutral,train,code-mixed,code-mixed,OK,True,1,0,0.0
161,මේකට මම කිව්වා දැන් අවු ගාණකට කලින් taco bell එකේ රිවීව් එකක් කරපන් කියලා ඒක කරේ නෑ දැන් මූට ස්පොන්සර් කරන්නැති නිසා bad things කරන්නෙ,negative,train,code-mixed,code-mixed,OK,True,4,0,0.0
162,ps නම් ඒකට කහ බත් කියලවත් කියන්න බැ,neutral,train,code-mixed,code-mixed,OK,True,1,0,0.0
163,හෙට fab එකෙන් sponsor එකක් කරොත් මූ ආයේ මේක හොදයි කියනවා,neutral,train,code-mixed,code-mixed,OK,True,2,0,0.0
164,puluwan nam yanna aiyye jazz lagoon kurana ekata eke kama supiriyak ikman karala jazz lagoon eke video ekak genna,positive,val,singlish,singlish,OK,False,19,10,0.526
165,මම නම් දැනට කාපු රසම ලම්ප් රයිස් එක නුවර devon restaurant එකේ,neutral,train,code-mixed,code-mixed,OK,True,2,0,0.0
