129,"යකෝ මෝඩ වෙන්න එපා බං ජීවිතේට වඩා කන එකද වටින්නේ
තෝ ඔහොම කාලා ලෙඩක් හැදිච්ච දවසක ඔය වටේ ඉන්න එකෙක් වත් නෑ

දියවැඩියාව හැදිලා දර හැවක් වගේ ඇදිල ගියාම ආස ඒවා කන්න නැති උනාම උඹ මානසිකවත් වැටිලා යයි 

guys guys කිව්වට එදාට මොකෙක් වත් නෑ 

මතක තියා ගනින් උඹ ඔය කන්නේ වස ගොඩක් කෑම නෙමෙයි",neutral,youtube,LX0KAbc58Vo,,,
130,කොහොමද අයියේ red ball කොහේද තියන්නෙ කියලා මැසේජ් එකක් දාන්න පුළුවන් නම්,neutral,youtube,LX0KAbc58Vo,,,
131,hello machan restaurant,neutral,youtube,LX0KAbc58Vo,,,
132,matara hela rawla chees kottu try karanna,neutral,youtube,LX0KAbc58Vo,,,
133,මමත් ආසයි කෑමවලට ඒහින්දා මේවගේ වීඩියෝ බලලා සතුටුවෙනවා පුලුවන් හැම අවස්තාවකදීම මොනව හරි කනවා බැනුම් අහන්නැතුවම නෙවේ බඩජාරිකමට කනවා කියලා  ලෝකේ ගිනි ගත්තත යකෝ අපිට ඕන කන්න අන්න ඒවගේ අහිංසක ජාතියක් තමයි  බොලව් අපි food loversකෑම බඩජාරියෝ ජයවේවා,positive,youtube,LX0KAbc58Vo,,,
134,ගෙදර හදපු කෑම එකක් try කරමු,neutral,youtube,LX0KAbc58Vo,,,
135,oyada sura pappa cartoon eke jim pappata inne,neutral,youtube,LX0KAbc58Vo,,,
136,ayye oya kama ekanm me ganata aththatama godak watinawame wage budget kama videos thawa karanna ayye,positive,youtube,LX0KAbc58Vo,,,
137,චමා පුලුවන්නම් රයිස් කොත්තු ඒ කියන්නේ පිටි ප්රමාණය අඩු කරලා මීට් අයිටම් වැඩි කරන්න වේරියේශන් වැඩි කරන්න ඒක ඔයාගේ ඇගටත් හොදයි any way ජය වේවා,neutral,youtube,LX0KAbc58Vo,,,
138,mradana mannar resturant  eke chese kothhuwa kala blanna patta rahai,positive,youtube,LX0KAbc58Vo,,,
139,dn mn scam scene එකක් තියෙන්නේ චමාගේ,neutral,youtube,LX0KAbc58Vo,,,
140,මචං බොරලැස්ගමුව රත්තණපිටිය පිළියන්දල අවට බඩපිරෙන්න රසට කන්න පුළුවන් තැන් try කරපන්කෝ,neutral,youtube,LX0KAbc58Vo,,,
141,රු 950ට ගන්න ඇති මු ගියපු නිසා ඔච්චර ලොකු නසියක් අපි ගියානම් රු 950ට 750g ක් වත් ලැබෙයිද,neutral,youtube,LX0KAbc58Vo,,,
142,සතියේ දිනවල  youtube එකේ බලන සෙට් එක කෝ,neutral,youtube,LX0KAbc58Vo,,,
143,chama machan miris kana show akak ona,neutral,youtube,LX0KAbc58Vo,,,
144,911 nm recommend krnne na ඕකේ  බත් වල ගුල්ලො බං  3 පාරක් විතර ගෙනාපු ඒ වගෙ සෙට් උනා   බජට් එකට හොඳයි  හැබැයි අරන්ම බලපන් අවුල මොකද්ද කියලා,neutral,youtube,LX0KAbc58Vo,,,
145,rs950 කට ඒ කෑම එක වටිනවා,neutral,youtube,LX0KAbc58Vo,,,
146,gammata karanawa aniwa 1mgahamu athagata guna kamatikakuth kamu aga ganath hitamu aiye oyage hodata kiwee wede supiri,positive,youtube,LX0KAbc58Vo,,,
147,කැකුළු හාල් බතට කරවල සම්බෝල බිත්තර පරිප්පු වගේ මේ එකක්වත් set වෙන්නැති මම,neutral,youtube,zj1ou3jejHo,,,
148,ps එකේ lumprice එක ඉස්සරනම් හොඳයිදැන්නම් මෙලෝ රහක් නැහැ fab එකේනම් කාපු දවස් 2ම set වුනේ නැහැ taste එකකුත් නැහැ පිටි ගුලියක් වගේ අනිත් එකෙන්නම් කාලා නැහැ,neutral,youtube,zj1ou3jejHo,,,
149,machan uba danna lamprise kapu ekak wath lamprise neweine ban  batu moju koheda ban lamprise,neutral,youtube,zj1ou3jejHo,,,
150,foil eke othapu ekak kohomada ban lamprise wenne,neutral,youtube,zj1ou3jejHo,,,
151,fab එකෙන් කීයක් ගත්තාද අන්න අනික් company දෙක නඩුදාන්න යනවාලු,neutral,youtube,zj1ou3jejHo,,,
152,"නියම lamprais dutch burgher recipe එක මම ඉගෙන ගත්තෙ ඒ කාලේ හිටපු ප්රවීන සූපවේදිනියක් වන berryl gunasekare ගෙ cooking class  එකක දී  අදටවත් කිසිම youtube channel එකක ඒ විදිය recipeයක්  දැකලා නැහැ  එම recipe එකේ curry powder එක special  එයට galanghal ginger family එකට අයත්
ඉගුරැ වර්ගයක් සහ aromatic ginger ඉගුරැ පියළි අවශ්යයි එතකොට වෙනම රසක් එන්නෙ",neutral,youtube,zj1ou3jejHo,,,
153,first of all its not lump rice  its a dutch term lumprais pronounced as lump  pry with no s sound  often mispronounced by people who dont know anything about it including this video ලම්ප් රයිස් ලම් ප්රයිස් ගාන්න එපා බං  එක  ලම්ප්රයි dutch word,neutral,youtube,zj1ou3jejHo,,,
154,don s එකේ ට්රයි කරලා කියන්න,neutral,youtube,zj1ou3jejHo,,,
155,text,sentiment,platform,source,,,
156,issara hama 1ma rasai patta gaga boru damma den hari aththa dana 1 lokudeyak issara apith meyage video aswen baluwa meyage recommendation balala giihin kapu okkoma jarawal kate thiyanna ba oyalata nikam sponsor kalata anik minissu salli deela ganne enisa kawadawth boruwata salliwalata minissu rawattanna epa eka mara cheap,positive,youtube,zj1ou3jejHo,,,
157,ගිය අවුරුද්දෙ දවස් 10කට ලංකාවට ගිහින් කාපු රසම කෑම එක fab එකෙ lamprise එක,neutral,youtube,zj1ou3jejHo,,,
158,green cabin lump rice එකට ගිය කල,neutral,youtube,zj1ou3jejHo,,,
159,සල්ලි වලට හැමදේම රසයි රසයි කියා කියා යන් නැතුව දැන් හරි හරි විදිහට review එකක් දෙන එක හොදයි කාලයක් vedio බැලුවේ නෑ තනිකර commercial නිසා,neutral,youtube,zj1ou3jejHo,,,
160,උබ ඇගිල්ල දික් කරලා නිකන් warning කරන්නෙ උබගෙ subscribers ලටද,neutral,youtube,zj1ou3jejHo,,,
161,ඉස්සර ps එකේ ලම්ප් රයිස් එක කොච්චර රසද,neutral,youtube,zj1ou3jejHo,,,
162,පිටිදූවේ කොඩිවින බඩ්ඩගේ foods කොහොමද,neutral,youtube,zj1ou3jejHo,,,
163,මේකට මම කිව්වා දැන් අවු ගාණකට කලින් taco bell එකේ රිවීව් එකක් කරපන් කියලා ඒක කරේ නෑ දැන් මූට ස්පොන්සර් කරන්නැති නිසා bad things කරන්නෙ,negative,youtube,zj1ou3jejHo,,,
164,ps නම්  ඒකට කහ බත් කියලවත් කියන්න බැ,neutral,youtube,zj1ou3jejHo,,,
165,හෙට fab එකෙන් sponsor එකක් කරොත් මූ ආයේ මේක හොදයි කියනවා,neutral,youtube,zj1ou3jejHo,,,
166,"puluwan nam yanna aiyye jazz lagoon kurana ekata eke kama supiriyak
ikman karala jazz lagoon eke video ekak genna",positive,youtube,zj1ou3jejHo,,,
167,මම නම් දැනට කාපු රසම ලම්ප් රයිස් එක නුවර devon restaurant එකේ,neutral,youtube,zj1ou3jejHo,,,
168,bread talks එකෙ තිබ්බා ඉස්සර ඒකනම් සුපිරි දැන් ඒගොල්ලො කරන්නෙ නැ,neutral,youtube,zj1ou3jejHo,,,
169,kandy ඩෙවොන් එකෙන් කෑවා අන්තිමයි මම ගොඩක් ලම්ප්රයිස් කන කෙනෙක්  රසම එක තිබුනේ මිහිරි එකේ සෙත්සිරිපාය ඉස්සරහ තිබුන දැන් නෑ,neutral,youtube,zj1ou3jejHo,,,
170,ps ලම්ප් රයිස් එක අජ පල්ෆැබ් එකේ ගනන් පැකට් දෙකක් ඕනේ එක් අයෙක්ට බඩේ බාගයක් වත් පිරෙන් නෑ හෙන ගහනවා හොදම පිලවුස් එකේ පැලෙන්න දෙනවා කට්ලට් දෙකයි බටු බැදලාකලියා එකමාසි සම්බ්ල් කීරි සම්බා නියමයි  කාලා බලන්න ආසාහිතෙයි750,neutral,youtube,zj1ou3jejHo,,,
171,banda thamai yako mulinma kare mama lankawe iddi banda video ekak dapu gaman hama thaninma wage kala balu colombo wala hitiyath samahara resturant gana dana gaththe banda hinda dan inne un thamai bandagen copy kare,neutral,youtube,zj1ou3jejHo,,,
172,මම 1995 green cabin eke vada කරේ dan ඕක vikunala teyaenne ciril රොද්රිගෝ parana නම ගොඩක් කට්ටිය දැන් නැහැ,neutral,youtube,zj1ou3jejHo,,,
173,foil microwave දාන්න හොඳනැහැ වස බත් එකක් කාලා තියෙන්නෙ ලෝහ සමග,neutral,youtube,zj1ou3jejHo,,,
174,oya music eke sadde adu karapan ban,neutral,youtube,zj1ou3jejHo,,,
175,"mee wge honest review dapn banda 
ජය වේවා",neutral,youtube,zj1ou3jejHo,,,
176,"oya lumprice 3kma lunch  walata keeada
cholestrol

ps rolls pastry unath wada honda wiya yuthui",neutral,youtube,zj1ou3jejHo,,,
177,sponsor කරලා නෑ වගෙ,neutral,youtube,zj1ou3jejHo,,,
178,"lamprice කියලා තියෙන්නේ  lumprice

lumprice",neutral,youtube,zj1ou3jejHo,,,
179,"issara patta asawen baluwa channel ekak 
passé sponsored video nisa tani boruwa gahuwe dn aaya track ekata watuna eka gana sathutui",positive,youtube,zj1ou3jejHo,,,
180,ruhunu foods එකේ lump rice එක කාලා බලන්න,neutral,youtube,zj1ou3jejHo,,,
181,මට බණ්ඩා හින්ද තමයි පළවෙනිම food quiz competition එකෙන් land of the kings එකේ charcoal rice ice cream and pizza එක taste කරන්න හම්බ වුණේ thank you machan,positive,youtube,zj1ou3jejHo,,,
182,mr kottu lampries ekak danawa ekai oya,neutral,youtube,zj1ou3jejHo,,,
183,lampraise හොදම එක තෝරලා දාන්ඩ පුලුවන්නම්dbu එකත් බලන්ඩ,neutral,youtube,zj1ou3jejHo,,,
